GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,B18AA1990,B18AA2000,B18AB1990,B18AB2000,B18AC1990,B18AC2000,B18AD1990,B18AD2000,B18AE2000
"G2101930","Kentucky","21","210","Perry County","193","1930",29660,28609,521,482,29,15,73,159,125
"G2101950","Kentucky","21","210","Pike County","195","1950",72052,67599,282,312,61,74,188,369,382
"G2101970","Kentucky","21","210","Powell County","197","1970",11574,13046,82,82,10,16,20,16,77
"G2101990","Kentucky","21","210","Pulaski County","199","1990",48671,54798,599,604,103,123,116,314,378
"G2102010","Kentucky","21","210","Robertson County","201","2010",2120,2235,4,1,0,1,0,5,24
"G2102030","Kentucky","21","210","Rockcastle County","203","2030",14760,16385,3,23,17,40,23,29,105
"G2102050","Kentucky","21","210","Rowan County","205","2050",19879,21205,309,345,40,46,125,283,215
"G2102070","Kentucky","21","210","Russell County","207","2070",14605,16044,92,95,12,19,7,60,97
"G2102090","Kentucky","21","210","Scott County","209","2090",22201,30397,1510,1769,22,85,134,438,372
"G2102110","Kentucky","21","210","Shelby County","211","2110",22218,28874,2454,2942,26,101,126,972,448
"G2102130","Kentucky","21","210","Simpson County","213","2130",13414,14410,1667,1676,24,28,40,149,142
"G2102150","Kentucky","21","210","Spencer County","215","2150",6671,11472,113,133,3,26,14,42,93
"G2102170","Kentucky","21","210","Taylor County","217","2170",20017,21465,1081,1159,17,23,31,119,161
"G2102190","Kentucky","21","210","Todd County","219","2190",9693,10692,1198,1048,17,18,32,128,85
"G2102210","Kentucky","21","210","Trigg County","221","2210",9098,11128,1227,1233,15,26,21,56,154
"G2102230","Kentucky","21","210","Trimble County","223","2230",6063,7954,2,24,20,30,5,61,56
"G2102250","Kentucky","21","210","Union County","225","2250",13902,13297,2545,2015,34,26,76,84,215
"G2102270","Kentucky","21","210","Warren County","227","2270",69566,80474,6250,7934,115,223,742,2550,1341
"G2102290","Kentucky","21","210","Washington County","229","2290",9483,9892,913,820,8,17,37,98,89
"G2102310","Kentucky","21","210","Wayne County","231","2310",17098,19321,318,297,39,35,13,115,155
"G2102330","Kentucky","21","210","Webster County","233","2330",13099,13220,786,660,26,16,44,129,95
"G2102350","Kentucky","21","210","Whitley County","235","2350",32997,35280,213,123,60,81,56,107,274
"G2102370","Kentucky","21","210","Wolfe County","237","2370",6486,7011,8,17,5,6,4,8,23
"G2102390","Kentucky","21","210","Woodford County","239","2390",18558,21371,1294,1256,27,30,76,336,215
"G2200010","Louisiana","22","220","Acadia Parish","001","0010",45532,47521,10179,10740,48,116,123,210,274
"G2200030","Louisiana","22","220","Allen Parish","003","0030",16308,18291,4496,6259,297,438,125,209,243
"G2200050","Louisiana","22","220","Ascension Parish","005","0050",44480,59304,13268,15539,90,209,376,1036,539
"G2200070","Louisiana","22","220","Assumption Parish","007","0070",15273,15710,7349,7371,44,72,87,97,138
"G2200090","Louisiana","22","220","Avoyelles Parish","009","0090",28324,28402,10585,12233,105,421,145,153,272
"G2200110","Louisiana","22","220","Beauregard Parish","011","0110",25242,27790,4489,4261,121,218,231,312,405
"G2200130","Louisiana","22","220","Bienville Parish","013","0130",8986,8651,6949,6897,23,42,21,75,87
"G2200150","Louisiana","22","220","Bossier Parish","015","0150",67030,73403,17381,20468,308,511,1369,2303,1625
"G2200170","Louisiana","22","220","Caddo Parish","017","0170",146580,133424,99511,112483,557,978,1605,2864,2412
"G2200190","Louisiana","22","220","Calcasieu Parish","019","0190",128181,135107,38445,44025,387,564,1121,1978,1903
"G2200210","Louisiana","22","220","Caldwell Parish","021","0210",7970,8493,1760,1890,11,48,69,65,64
"G2200230","Louisiana","22","220","Cameron Parish","023","0230",8685,9357,503,388,15,37,57,140,69
"G2200250","Louisiana","22","220","Catahoula Parish","025","0250",8136,7838,2874,2962,16,21,39,35,64
"G2200270","Louisiana","22","220","Claiborne Parish","027","0270",9313,8728,8041,7982,28,24,23,36,81
"G2200290","Louisiana","22","220","Concordia Parish","029","0290",13164,12300,7596,7637,29,33,39,160,117
"G2200310","Louisiana","22","220","De Soto Parish","031","0310",14003,14269,11141,10748,61,129,141,180,168
"G2200330","Louisiana","22","220","East Baton Rouge Parish","033","0330",240614,231886,132328,165526,615,850,6548,10737,3853
"G2200350","Louisiana","22","220","East Carroll Parish","035","0350",3355,2977,6291,6339,4,17,59,55,33
"G2200370","Louisiana","22","220","East Feliciana Parish","037","0370",10022,11063,9083,10057,23,35,83,89,116
"G2200390","Louisiana","22","220","Evangeline Parish","039","0390",24405,24951,8701,10122,31,81,137,117,163
"G2200410","Louisiana","22","220","Franklin Parish","041","0410",15278,14281,7040,6721,31,57,38,72,132
"G2200430","Louisiana","22","220","Grant Parish","043","0430",14860,15973,2540,2222,79,166,47,98,239
"G2200450","Louisiana","22","220","Iberia Parish","045","0450",46940,47682,20154,22574,135,228,1068,1867,915
"G2200470","Louisiana","22","220","Iberville Parish","047","0470",16519,16412,14385,16560,56,59,89,138,151
"G2200490","Louisiana","22","220","Jackson Parish","049","0490",11065,10934,4589,4291,24,44,27,71,57
"G2200530","Louisiana","22","220","Jefferson Davis Parish","053","0530",24721,25337,5836,5591,65,121,100,127,259
"G2200510","Louisiana","22","220","Jefferson Parish","051","0510",351170,318002,79042,104121,1753,2032,16341,23458,7853
"G2200550","Louisiana","22","220","Lafayette Parish","055","0550",125340,139758,36846,45346,362,540,2214,3089,1770
"G2200570","Louisiana","22","220","Lafourche Parish","057","0570",72371,74544,10703,11349,1909,2066,877,1138,877
"G2200590","Louisiana","22","220","LaSalle Parish","059","0590",12271,12301,1257,1742,80,92,54,55,92
"G2200610","Louisiana","22","220","Lincoln Parish","061","0610",24620,24409,16590,16934,42,76,493,770,320
"G2200630","Louisiana","22","220","Livingston Parish","063","0630",66269,86625,3920,3874,160,335,177,352,628
"G2200650","Louisiana","22","220","Madison Parish","065","0650",4961,5197,7415,8283,15,21,72,72,155
"G2200670","Louisiana","22","220","Morehouse Parish","067","0670",18584,17297,13263,13451,30,40,61,96,137
"G2200690","Louisiana","22","220","Natchitoches Parish","069","0690",22357,22608,13779,15017,175,421,378,536,498
"G2200710","Louisiana","22","220","Orleans Parish","071","0710",173554,135956,307728,325947,759,991,14897,15579,6201
"G2200730","Louisiana","22","220","Ouachita Parish","073","0730",96870,94947,44096,49526,239,337,986,1457,983
"G2200750","Louisiana","22","220","Plaquemines Parish","075","0750",18522,18668,5944,6258,475,553,634,898,380
"G2200770","Louisiana","22","220","Pointe Coupee Parish","077","0770",13196,13865,9275,8601,29,39,40,130,128
"G2200790","Louisiana","22","220","Rapides Parish","079","0790",92989,84024,36805,38445,564,930,1198,1661,1277
"G2200810","Louisiana","22","220","Red River Parish","081","0810",5752,5568,3589,3936,18,27,28,32,59
"G2200830","Louisiana","22","220","Richland Parish","083","0830",13020,12791,7539,7974,15,28,55,79,109
"G2200850","Louisiana","22","220","Sabine Parish","085","0850",17939,17048,3984,3958,639,1828,84,114,511
"G2200870","Louisiana","22","220","St. Bernard Parish","087","0870",62199,59356,3111,5122,356,329,965,1397,1025
"G2200890","Louisiana","22","220","St. Charles Parish","089","0890",31638,34803,10253,12130,113,123,433,580,436
"G2200910","Louisiana","22","220","St. Helena Parish","091","0910",4725,4897,5127,5517,12,10,10,26,75
"G2200930","Louisiana","22","220","St. James Parish","093","0930",10484,10606,10357,10476,5,19,33,36,79
"G2200950","Louisiana","22","220","St. John the Baptist Parish","095","0950",25039,22633,14419,19268,100,112,438,611,420
"G2200970","Louisiana","22","220","St. Landry Parish","097","0970",47532,49555,32392,36952,68,120,339,460,613
"G2200990","Louisiana","22","220","St. Martin Parish","099","0990",28806,32040,14532,15535,78,141,562,549,318
"G2201010","Louisiana","22","220","St. Mary Parish","101","1010",37688,33591,18337,17009,838,741,1223,1356,803
"G2201030","Louisiana","22","220","St. Tammany Parish","103","1030",126806,166458,15917,18929,534,825,1251,2641,2415
"G2201050","Louisiana","22","220","Tangipahoa Parish","105","1050",60601,70175,24527,28519,180,242,401,864,788
"G2201070","Louisiana","22","220","Tensas Parish","107","1070",3292,2874,3785,3665,12,3,14,27,49
"G2201090","Louisiana","22","220","Terrebonne Parish","109","1090",75082,77401,16032,18594,4905,5533,963,1429,1546
"G2201110","Louisiana","22","220","Union Parish","111","1110",14850,15914,5767,6373,18,43,55,358,115
"G2201130","Louisiana","22","220","Vermilion Parish","113","1130",42237,44488,6956,7624,82,161,780,1124,410
"G2201150","Louisiana","22","220","Vernon Parish","115","1150",45828,38717,12867,8962,445,768,2821,2299,1785
"G2201170","Louisiana","22","220","Washington Parish","117","1170",29669,29614,13376,13851,59,100,81,122,239
"G2201190","Louisiana","22","220","Webster Parish","119","1190",28550,27405,13277,13735,79,143,83,190,358
"G2201210","Louisiana","22","220","West Baton Rouge Parish","121","1210",12329,13561,6993,7666,37,44,60,159,171
"G2201230","Louisiana","22","220","West Carroll Parish","123","1230",9997,9838,2020,2325,35,31,41,70,50
"G2201250","Louisiana","22","220","West Feliciana Parish","125","1250",5672,7348,7149,7633,51,30,43,33,67
"G2201270","Louisiana","22","220","Winn Parish","127","1270",11343,11195,4798,5411,67,84,61,58,146
"G2300010","Maine","23","230","Androscoggin County","001","0010",103687,100658,485,683,233,282,854,906,1264
"G2300030","Maine","23","230","Aroostook County","003","0030",84601,71572,932,281,793,1005,610,492,588
"G2300050","Maine","23","230","Cumberland County","005","0050",238403,254291,1565,2815,628,763,2539,4729,3014
"G2300070","Maine","23","230","Franklin County","007","0070",28785,28865,30,72,86,109,107,181,240
"G2300090","Maine","23","230","Hancock County","009","0090",46471,50554,98,130,171,193,208,319,595
"G2300110","Maine","23","230","Kennebec County","011","0110",114624,114129,266,404,379,469,635,920,1192
"G2300130","Maine","23","230","Knox County","013","0130",36039,38935,56,94,111,87,104,194,308
"G2300150","Maine","23","230","Lincoln County","015","0150",30185,33099,23,57,89,88,60,166,206
"G2300170","Maine","23","230","Oxford County","017","0170",52267,53797,67,95,98,151,170,272,440
"G2300190","Maine","23","230","Penobscot County","019","0190",143678,139989,536,708,1273,1444,1114,1394,1384
"G2300210","Maine","23","230","Piscataquis County","021","0210",18493,16862,20,36,75,89,65,75,173
"G2300230","Maine","23","230","Sagadahoc County","023","0230",32783,33977,336,323,78,110,338,377,427
"G2300250","Maine","23","230","Somerset County","025","0250",49393,49868,64,121,159,208,151,237,454
"G2300270","Maine","23","230","Waldo County","027","0270",32797,35513,39,68,82,144,100,138,417
"G2300290","Maine","23","230","Washington County","029","0290",33734,31728,66,88,1414,1505,94,256,364
"G2300310","Maine","23","230","York County","031","0310",162420,182177,555,785,329,451,1283,1748,1581
"G2400010","Maryland","24","240","Allegany County","001","0010",72955,69702,1535,4006,59,114,397,549,559
"G2400030","Maryland","24","240","Anne Arundel County","003","0030",365953,397789,50525,66428,1292,1455,9469,15699,8285
"G2405100","Maryland","24","240","Baltimore city","510","5100",287753,205982,435768,418951,2555,2097,9938,14570,9554
"G2400050","Maryland","24","240","Baltimore County","005","0050",587898,561132,85451,151600,1468,1923,17317,28874,10763
"G2400090","Maryland","24","240","Calvert County","009","0090",42825,62578,8046,9773,127,220,374,1044,948
"G2400110","Maryland","24","240","Caroline County","011","0110",22355,24322,4459,4398,58,110,163,544,398
"G2400130","Maryland","24","240","Carroll County","013","0130",119336,144399,2933,3433,192,330,911,1633,1102
"G2400150","Maryland","24","240","Cecil County","015","0150",67450,80272,3240,3361,150,280,507,1048,990
"G2400170","Maryland","24","240","Charles County","017","0170",80234,82587,18419,31411,761,907,1740,3131,2510
"G2400190","Maryland","24","240","Dorchester County","019","0190",21548,21302,8423,8708,51,70,214,322,272
"G2400210","Maryland","24","240","Frederick County","021","0210",139909,174432,8010,12429,284,404,2005,5136,2876
"G2400230","Maryland","24","240","Garrett County","023","0230",27963,29496,105,128,22,22,48,90,110
"G2400250","Maryland","24","240","Harford County","025","0250",162559,189678,15530,20260,490,498,3553,4942,3212
"G2400270","Maryland","24","240","Howard County","027","0270",155899,184215,22019,35730,402,583,9008,21879,5435
"G2400290","Maryland","24","240","Kent County","029","0290",14085,15288,3534,3343,29,28,194,311,227
"G2400310","Maryland","24","240","Montgomery County","031","0310",580635,565719,92267,132256,1841,2544,82284,142705,30117
"G2400330","Maryland","24","240","Prince George's County","033","0330",314616,216729,369791,502550,2339,2795,42522,58557,20884
"G2400350","Maryland","24","240","Queen Anne's County","035","0350",29911,36120,3839,3560,45,90,158,415,378
"G2400390","Maryland","24","240","Somerset County","039","0390",14282,13949,8943,10172,47,92,168,238,296
"G2400370","Maryland","24","240","St. Mary's County","037","0370",64129,70320,10275,12003,268,291,1302,2145,1452
"G2400410","Maryland","24","240","Talbot County","041","0410",24833,27720,5502,5193,42,60,172,574,265
"G2400430","Maryland","24","240","Washington County","043","0430",112828,118348,7245,10247,241,239,1079,1716,1373
"G2400450","Maryland","24","240","Wicomico County","045","0450",56755,61438,16573,19717,137,185,874,2174,1130
"G2400470","Maryland","24","240","Worcester County","047","0470",27253,37791,7467,7754,72,86,236,461,451
"G2500010","Massachusetts","25","250","Barnstable County","001","0010",179551,209398,2827,3969,1180,1235,3047,3931,3697
"G2500030","Massachusetts","25","250","Berkshire County","003","0030",135122,128235,2534,2679,242,196,1454,2178,1665
"G2500050","Massachusetts","25","250","Bristol County","005","0050",482426,486434,8054,10856,937,1308,14908,23568,12512
"G2500070","Massachusetts","25","250","Dukes County","007","0070",10979,13592,332,359,253,256,75,302,478
"G2500090","Massachusetts","25","250","Essex County","009","0090",616427,625320,15809,18777,1226,1694,36618,62081,15547
"G2500110","Massachusetts","25","250","Franklin County","011","0110",68617,68244,476,637,206,205,793,1294,1155
"G2500130","Massachusetts","25","250","Hampden County","013","0130",387805,360889,34289,36935,784,1201,33432,46598,10605
"G2500150","Massachusetts","25","250","Hampshire County","015","0150",137485,138704,2552,2980,267,292,6264,7537,2738
"G2500170","Massachusetts","25","250","Middlesex County","017","0170",1287412,1258476,40236,49310,1933,2206,68887,122604,32800
"G2500190","Massachusetts","25","250","Nantucket County","019","0190",5787,8363,151,789,5,1,69,217,150
"G2500210","Massachusetts","25","250","Norfolk County","021","0210",582746,578904,12089,20674,787,829,20465,40998,8903
"G2500230","Massachusetts","25","250","Plymouth County","023","0230",406699,419370,16520,21573,888,1007,11169,18945,11927
"G2500250","Massachusetts","25","250","Suffolk County","025","0250",438550,398442,149165,153418,2087,2689,74104,105070,30188
"G2500270","Massachusetts","25","250","Worcester County","027","0270",665768,672915,15096,20498,1446,1896,27395,42014,13640
"G2600010","Michigan","26","260","Alcona County","001","0010",10026,11489,27,19,56,73,36,29,109
"G2600030","Michigan","26","260","Alger County","003","0030",8422,8660,213,603,304,325,33,74,200
"G2600050","Michigan","26","260","Allegan County","005","0050",86760,98769,1448,1385,543,576,1758,3541,1394
"G2600070","Michigan","26","260","Alpena County","007","0070",30372,30753,35,77,93,123,105,143,218
"G2600090","Michigan","26","260","Antrim County","009","0090",17895,22419,23,45,211,247,56,127,272
"G2600110","Michigan","26","260","Arenac County","011","0110",14695,16472,10,315,139,164,87,88,230
"G2600130","Michigan","26","260","Baraga County","013","0130",6971,6875,49,436,918,1053,16,48,334
"G2600150","Michigan","26","260","Barry County","015","0150",49429,55276,104,139,188,263,336,439,638
"G2600170","Michigan","26","260","Bay County","017","0170",107747,104580,1242,1389,726,600,2008,1887,1701
"G2600190","Michigan","26","260","Benzie County","019","0190",11863,15420,30,45,237,254,70,88,191
"G2600210","Michigan","26","260","Berrien County","021","0210",133259,129459,24872,25879,685,691,2562,3767,2657
"G2600230","Michigan","26","260","Branch County","023","0230",40278,42751,705,1206,221,217,298,841,772
"G2600250","Michigan","26","260","Calhoun County","025","0250",118737,115804,14383,15033,696,865,2166,3341,2942
"G2600270","Michigan","26","260","Cass County","027","0270",44827,45582,3725,3127,469,420,456,877,1098
"G2600290","Michigan","26","260","Charlevoix County","029","0290",20993,25128,17,45,378,403,80,189,325
"G2600310","Michigan","26","260","Cheboygan County","031","0310",20837,25072,15,65,478,674,68,96,541
